"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution","dist_name","tree_count"
"myframe_S",4,"n45",0.8269,0.9926,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",45
"myframe_S",4,"n80",0.9352,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",80
"myframe_S",4,"n130",0.9777,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",130
"myframe_S",4,"n215",0.9965,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",215
"myframe_S",4,"n360",0.9998,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",360
"myframe_S",4,"n600",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",600
"myframe_S",4,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",1000
"myframe_S",3,"n10",0.3048,0.5651,0.7464,0.854,0.9086,0.941,0.9707,0.9849,"Truncated uniform right","Model 4","Uni","Truncated uniform right",10
"myframe_S",3,"n15",0.3708,0.6681,0.839,0.9218,0.9584,0.9747,0.9914,0.9969,"Truncated uniform right","Model 4","Uni","Truncated uniform right",15
"myframe_S",3,"n30",0.4981,0.8171,0.9405,0.9821,0.9942,0.9973,0.9998,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",30
"myframe_S",3,"n45",0.5975,0.895,0.9766,0.9948,0.999,0.9998,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",45
"myframe_S",3,"n80",0.7385,0.9697,0.9975,0.9998,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",80
"myframe_S",3,"n130",0.8383,0.9922,0.9998,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",130
"myframe_S",3,"n215",0.9253,0.9992,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",215
"myframe_S",3,"n360",0.9767,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",360
"myframe_S",3,"n600",0.9949,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",600
"myframe_S",3,"n1000",0.9999,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",1000
"myframe_S",2,"n10",0.1113,0.2266,0.3483,0.4668,0.5685,0.6584,0.7678,0.8162,"Truncated uniform right","Model 4","Uni","Truncated uniform right",10
"myframe_S",2,"n15",0.1535,0.292,0.4341,0.5609,0.6695,0.7482,0.8362,0.8741,"Truncated uniform right","Model 4","Uni","Truncated uniform right",15
"myframe_S",2,"n30",0.2122,0.4134,0.5824,0.7293,0.8267,0.8787,0.9258,0.9529,"Truncated uniform right","Model 4","Uni","Truncated uniform right",30
"myframe_S",2,"n45",0.2617,0.5004,0.6841,0.814,0.888,0.9245,0.9637,0.9821,"Truncated uniform right","Model 4","Uni","Truncated uniform right",45
"myframe_S",2,"n80",0.3456,0.632,0.8209,0.9163,0.9557,0.9768,0.9932,0.9966,"Truncated uniform right","Model 4","Uni","Truncated uniform right",80
"myframe_S",2,"n130",0.434,0.7508,0.9134,0.9667,0.9869,0.9939,0.9992,0.9999,"Truncated uniform right","Model 4","Uni","Truncated uniform right",130
"myframe_S",2,"n215",0.5425,0.8658,0.9678,0.9928,0.9985,0.9994,0.9999,0.9999,"Truncated uniform right","Model 4","Uni","Truncated uniform right",215
"myframe_S",2,"n360",0.6599,0.9429,0.9931,0.9993,0.9999,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",360
"myframe_S",2,"n600",0.7816,0.9879,0.9993,0.9999,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",600
"myframe_S",2,"n1000",0.8901,0.9984,1,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",1000
"myframe_S",1,"n10",0.0608,0.1247,0.1895,0.2526,0.3147,0.3738,0.4965,0.6116,"Truncated uniform right","Model 4","Uni","Truncated uniform right",10
"myframe_S",1,"n15",0.104,0.2079,0.3053,0.4058,0.5008,0.5949,0.7467,0.859,"Truncated uniform right","Model 4","Uni","Truncated uniform right",15
"myframe_S",1,"n30",0.1539,0.2956,0.4297,0.5486,0.6652,0.7589,0.9011,0.9667,"Truncated uniform right","Model 4","Uni","Truncated uniform right",30
"myframe_S",1,"n45",0.1703,0.3274,0.4691,0.5993,0.7205,0.819,0.94,0.9842,"Truncated uniform right","Model 4","Uni","Truncated uniform right",45
"myframe_S",1,"n80",0.2595,0.4888,0.6873,0.8375,0.9344,0.9846,0.9999,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",80
"myframe_S",1,"n130",0.2587,0.4987,0.7024,0.8565,0.9464,0.9892,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",130
"myframe_S",1,"n215",0.3473,0.6481,0.8538,0.9588,0.9954,0.9999,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",215
"myframe_S",1,"n360",0.4357,0.7709,0.942,0.9932,0.9994,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",360
"myframe_S",1,"n600",0.5844,0.9002,0.991,0.9999,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",600
"myframe_S",1,"n1000",0.6973,0.9645,0.9986,1,1,1,1,1,"Truncated uniform right","Model 4","Uni","Truncated uniform right",1000
"myframe_S",8,"n10",0.1089,0.228,0.3393,0.4423,0.5393,0.6284,0.7736,0.8841,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",8,"n15",0.1483,0.3042,0.4439,0.5721,0.6877,0.7793,0.904,0.9642,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",8,"n30",0.212,0.4106,0.5845,0.7305,0.8366,0.9041,0.9764,0.9955,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",8,"n45",0.2578,0.4963,0.6861,0.8205,0.909,0.9573,0.9957,0.9996,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",8,"n80",0.3388,0.638,0.8282,0.9329,0.9756,0.9955,0.9996,1,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",8,"n130",0.445,0.7608,0.9235,0.9815,0.9962,0.9996,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",8,"n215",0.5407,0.8636,0.9755,0.9971,0.9998,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",8,"n360",0.6553,0.9469,0.9956,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",8,"n600",0.7838,0.9873,0.9999,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",8,"n1000",0.8775,0.9975,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",7,"n10",0.1556,0.2985,0.4332,0.5555,0.6605,0.7509,0.8769,0.949,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",7,"n15",0.1797,0.3538,0.5091,0.6442,0.7542,0.8418,0.938,0.9788,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",7,"n30",0.2351,0.4444,0.6248,0.7625,0.8626,0.9216,0.9834,0.997,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",7,"n45",0.2778,0.532,0.7253,0.8601,0.9352,0.9737,0.9963,0.9997,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",7,"n80",0.3608,0.6504,0.8365,0.9408,0.9818,0.9949,0.9999,1,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",7,"n130",0.4467,0.7665,0.9283,0.9854,0.9973,0.9997,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",7,"n215",0.559,0.878,0.9795,0.9978,0.9999,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",7,"n360",0.6753,0.9511,0.9974,0.9999,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",7,"n600",0.7848,0.9859,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",7,"n1000",0.8902,0.9991,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",6,"n10",0.1332,0.2606,0.3836,0.4979,0.6008,0.6915,0.8302,0.9091,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",6,"n15",0.1624,0.3132,0.45,0.5756,0.688,0.78,0.8995,0.9548,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",6,"n30",0.2229,0.4239,0.5977,0.747,0.8465,0.9137,0.9743,0.9938,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",6,"n45",0.2708,0.516,0.7043,0.838,0.9193,0.9607,0.9935,0.9988,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",6,"n80",0.3399,0.6411,0.8356,0.9372,0.9768,0.9922,0.9994,0.9999,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",6,"n130",0.4335,0.7501,0.9109,0.9762,0.9953,0.9995,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",6,"n215",0.5494,0.8648,0.9736,0.9964,0.9997,0.9999,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",6,"n360",0.6579,0.9406,0.995,0.9999,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",6,"n600",0.7846,0.9842,0.9994,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",6,"n1000",0.8725,0.9979,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",5,"n10",0.1239,0.2416,0.3556,0.462,0.5648,0.6559,0.7971,0.8785,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",5,"n15",0.1468,0.2819,0.4057,0.5248,0.6343,0.7228,0.8534,0.9187,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",5,"n30",0.2006,0.3822,0.5491,0.69,0.7924,0.8644,0.9469,0.9798,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",5,"n45",0.2332,0.4392,0.6159,0.756,0.8506,0.9119,0.9723,0.991,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",5,"n80",0.3088,0.571,0.7637,0.882,0.9435,0.9762,0.9967,0.9998,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",5,"n130",0.3749,0.6766,0.8665,0.9502,0.9835,0.9945,0.9998,1,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",5,"n215",0.4702,0.7909,0.942,0.9861,0.9966,0.9994,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",5,"n360",0.5825,0.8946,0.9813,0.998,0.9998,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",5,"n600",0.7013,0.9612,0.9978,0.9998,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",5,"n1000",0.816,0.9909,0.9999,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",4,"n10",0.0756,0.1531,0.2272,0.3045,0.3772,0.4485,0.5838,0.697,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",4,"n15",0.1007,0.201,0.2918,0.3853,0.474,0.5543,0.6954,0.7907,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",4,"n30",0.1413,0.2773,0.4091,0.5225,0.6198,0.7123,0.8376,0.9011,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",4,"n45",0.1737,0.3311,0.4771,0.6133,0.7191,0.8027,0.8994,0.9447,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",4,"n80",0.2289,0.4369,0.6115,0.7457,0.8406,0.9035,0.9639,0.9858,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",4,"n130",0.2891,0.5378,0.7259,0.8482,0.9174,0.9559,0.987,0.998,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",4,"n215",0.3653,0.653,0.8357,0.9288,0.97,0.9873,0.998,0.9998,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",4,"n360",0.4453,0.7549,0.9123,0.9745,0.9919,0.9972,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",4,"n600",0.5523,0.86,0.9662,0.9929,0.9989,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",4,"n1000",0.6379,0.9257,0.9928,0.9996,0.9999,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",3,"n10",0.0527,0.1027,0.1569,0.2103,0.2569,0.305,0.4109,0.5143,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",3,"n15",0.0661,0.1321,0.1932,0.2496,0.3129,0.3756,0.502,0.6128,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",3,"n30",0.0907,0.1802,0.2655,0.3412,0.4205,0.5004,0.6335,0.7354,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",3,"n45",0.1106,0.216,0.3219,0.4168,0.5099,0.5952,0.7228,0.8103,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",3,"n80",0.1444,0.2768,0.4032,0.5259,0.6253,0.7087,0.8243,0.8873,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",3,"n130",0.1817,0.3505,0.5,0.6294,0.7284,0.8046,0.8984,0.9408,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",3,"n215",0.223,0.4274,0.5933,0.726,0.8186,0.8762,0.9462,0.9776,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",3,"n360",0.2745,0.5178,0.6995,0.8139,0.8878,0.9378,0.981,0.9957,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",3,"n600",0.3239,0.5943,0.7752,0.8858,0.9468,0.9767,0.9962,0.9995,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",3,"n1000",0.3847,0.6797,0.857,0.9469,0.9838,0.9943,0.9997,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",2,"n10",0.025,0.0484,0.0746,0.0997,0.1222,0.1474,0.2044,0.2728,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",2,"n15",0.0309,0.0597,0.0897,0.1217,0.1509,0.1859,0.2544,0.3319,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",2,"n30",0.0426,0.0878,0.1298,0.1756,0.2228,0.2679,0.3649,0.4698,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",2,"n45",0.0542,0.1097,0.1639,0.2185,0.2753,0.3322,0.4452,0.5615,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",2,"n80",0.0696,0.1408,0.2146,0.2859,0.3585,0.4294,0.5671,0.6857,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",2,"n130",0.0906,0.1806,0.2746,0.3672,0.4532,0.5408,0.6959,0.8158,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",2,"n215",0.1159,0.2339,0.3439,0.4546,0.5583,0.6543,0.809,0.898,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",2,"n360",0.1506,0.2946,0.4357,0.5775,0.6894,0.7858,0.9082,0.9601,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",2,"n600",0.1916,0.3711,0.5341,0.6835,0.7992,0.8879,0.9715,0.9903,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",2,"n1000",0.2237,0.4356,0.6315,0.7898,0.8986,0.9585,0.9945,0.9989,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",1,"n10",0.1349,0.2686,0.3973,0.517,0.6334,0.7311,0.8666,0.9288,"Truncated uniform right","Model 1","J","Truncated uniform right",10
"myframe_S",1,"n15",0.2773,0.5193,0.7297,0.8759,0.9568,0.9885,0.9998,1,"Truncated uniform right","Model 1","J","Truncated uniform right",15
"myframe_S",1,"n30",0.4302,0.7572,0.9302,0.988,0.9999,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",30
"myframe_S",1,"n45",0.5045,0.8438,0.9707,0.9985,0.9999,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",45
"myframe_S",1,"n80",0.6161,0.9174,0.9865,0.9981,0.9995,0.9999,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",80
"myframe_S",1,"n130",0.762,0.9809,0.9995,0.9999,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",130
"myframe_S",1,"n215",0.7423,0.9714,0.9975,0.9999,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",215
"myframe_S",1,"n360",0.8521,0.9941,0.9996,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",360
"myframe_S",1,"n600",0.931,0.9994,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",600
"myframe_S",1,"n1000",0.9771,1,1,1,1,1,1,1,"Truncated uniform right","Model 1","J","Truncated uniform right",1000
"myframe_S",8,"n10",0.1092,0.2201,0.3259,0.4272,0.5257,0.615,0.7698,0.8747,"Truncated uniform right","Model 3","J","Truncated uniform right",10
"myframe_S",8,"n15",0.1593,0.3036,0.4462,0.5682,0.6796,0.7742,0.9018,0.9647,"Truncated uniform right","Model 3","J","Truncated uniform right",15
"myframe_S",8,"n30",0.211,0.4117,0.592,0.7341,0.8378,0.9091,0.9784,0.9963,"Truncated uniform right","Model 3","J","Truncated uniform right",30
"myframe_S",8,"n45",0.259,0.4925,0.6834,0.8198,0.9079,0.9603,0.9948,0.9997,"Truncated uniform right","Model 3","J","Truncated uniform right",45
"myframe_S",8,"n80",0.346,0.6297,0.8242,0.9291,0.9778,0.9942,0.9998,1,"Truncated uniform right","Model 3","J","Truncated uniform right",80
"myframe_S",8,"n130",0.4428,0.7615,0.922,0.9818,0.9973,0.9999,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",130
"myframe_S",8,"n215",0.5411,0.8642,0.9767,0.9978,0.9998,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",215
"myframe_S",8,"n360",0.6585,0.9419,0.9957,0.9999,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",360
"myframe_S",8,"n600",0.7797,0.9867,1,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",600
"myframe_S",8,"n1000",0.8785,0.9982,1,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",1000
"myframe_S",7,"n10",0.1511,0.2911,0.4287,0.5525,0.6603,0.7535,0.8826,0.9497,"Truncated uniform right","Model 3","J","Truncated uniform right",10
"myframe_S",7,"n15",0.1734,0.3405,0.4974,0.6313,0.7439,0.8309,0.9337,0.9796,"Truncated uniform right","Model 3","J","Truncated uniform right",15
"myframe_S",7,"n30",0.2295,0.4376,0.6125,0.7524,0.8557,0.9201,0.9821,0.9966,"Truncated uniform right","Model 3","J","Truncated uniform right",30
"myframe_S",7,"n45",0.293,0.5463,0.7371,0.8571,0.9358,0.9762,0.9972,0.9999,"Truncated uniform right","Model 3","J","Truncated uniform right",45
"myframe_S",7,"n80",0.3559,0.6541,0.8422,0.9424,0.9834,0.9959,0.9999,1,"Truncated uniform right","Model 3","J","Truncated uniform right",80
"myframe_S",7,"n130",0.4633,0.7746,0.9278,0.9824,0.9976,0.9994,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",130
"myframe_S",7,"n215",0.564,0.8781,0.9793,0.998,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",215
"myframe_S",7,"n360",0.6762,0.9528,0.9962,0.9999,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",360
"myframe_S",7,"n600",0.7936,0.9892,0.9999,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",600
"myframe_S",7,"n1000",0.8923,0.999,1,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",1000
"myframe_S",6,"n10",0.139,0.2663,0.3877,0.4996,0.6106,0.701,0.8336,0.9118,"Truncated uniform right","Model 3","J","Truncated uniform right",10
"myframe_S",6,"n15",0.159,0.3104,0.4533,0.5803,0.6881,0.7808,0.9008,0.957,"Truncated uniform right","Model 3","J","Truncated uniform right",15
"myframe_S",6,"n30",0.2295,0.4326,0.6094,0.7452,0.8448,0.9138,0.9735,0.9922,"Truncated uniform right","Model 3","J","Truncated uniform right",30
"myframe_S",6,"n45",0.2739,0.5126,0.7032,0.8313,0.9152,0.9605,0.9939,0.9993,"Truncated uniform right","Model 3","J","Truncated uniform right",45
"myframe_S",6,"n80",0.3572,0.646,0.8323,0.9328,0.9782,0.9939,0.9996,1,"Truncated uniform right","Model 3","J","Truncated uniform right",80
"myframe_S",6,"n130",0.4355,0.75,0.9147,0.978,0.9957,0.9992,0.9999,1,"Truncated uniform right","Model 3","J","Truncated uniform right",130
"myframe_S",6,"n215",0.5385,0.8601,0.9756,0.9972,0.9999,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",215
"myframe_S",6,"n360",0.6638,0.9421,0.995,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",360
"myframe_S",6,"n600",0.7784,0.9834,0.9998,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",600
"myframe_S",6,"n1000",0.8745,0.9976,1,1,1,1,1,1,"Truncated uniform right","Model 3","J","Truncated uniform right",1000
