"myframe","Est","Sample","p5","p10","p15","p20","p25","p30","p40","p50","distribution","model","Diam_distribution","dist_name","tree_count"
"myframe_S",3,"n130",0.3707,0.6634,0.8411,0.9339,0.9733,0.9902,0.9983,0.9999,"Truncated uniform right","Model 1","Arb","Truncated uniform right",130
"myframe_S",3,"n215",0.456,0.768,0.9165,0.9772,0.9942,0.998,0.9999,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",215
"myframe_S",3,"n360",0.559,0.8732,0.9746,0.9958,0.9992,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",360
"myframe_S",3,"n600",0.668,0.9429,0.9942,0.9998,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",600
"myframe_S",3,"n1000",0.7611,0.9801,0.9997,1,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",1000
"myframe_S",2,"n10",0.0397,0.0812,0.1244,0.1694,0.2162,0.2657,0.3551,0.4574,"Truncated uniform right","Model 1","Arb","Truncated uniform right",10
"myframe_S",2,"n15",0.0547,0.1099,0.1663,0.222,0.2811,0.3347,0.4482,0.5618,"Truncated uniform right","Model 1","Arb","Truncated uniform right",15
"myframe_S",2,"n30",0.0786,0.1612,0.2351,0.3118,0.3918,0.473,0.6251,0.7435,"Truncated uniform right","Model 1","Arb","Truncated uniform right",30
"myframe_S",2,"n45",0.1039,0.2002,0.2921,0.388,0.4844,0.5714,0.7273,0.841,"Truncated uniform right","Model 1","Arb","Truncated uniform right",45
"myframe_S",2,"n80",0.1295,0.2507,0.375,0.4961,0.6092,0.7061,0.8549,0.9329,"Truncated uniform right","Model 1","Arb","Truncated uniform right",80
"myframe_S",2,"n130",0.1602,0.3089,0.4623,0.5989,0.723,0.8156,0.9418,0.9799,"Truncated uniform right","Model 1","Arb","Truncated uniform right",130
"myframe_S",2,"n215",0.189,0.379,0.5481,0.7052,0.8275,0.914,0.9847,0.9967,"Truncated uniform right","Model 1","Arb","Truncated uniform right",215
"myframe_S",2,"n360",0.2228,0.4373,0.6459,0.8109,0.9177,0.9723,0.9986,0.9997,"Truncated uniform right","Model 1","Arb","Truncated uniform right",360
"myframe_S",2,"n600",0.2383,0.4858,0.7191,0.8841,0.9659,0.9945,0.9999,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",600
"myframe_S",2,"n1000",0.2293,0.5115,0.7763,0.9374,0.9908,0.9997,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",1000
"myframe_S",1,"n10",0.0875,0.1698,0.2523,0.3359,0.4139,0.4924,0.6305,0.7565,"Truncated uniform right","Model 1","Arb","Truncated uniform right",10
"myframe_S",1,"n15",0.1414,0.2832,0.422,0.5514,0.6627,0.7599,0.9061,0.9726,"Truncated uniform right","Model 1","Arb","Truncated uniform right",15
"myframe_S",1,"n30",0.2007,0.3947,0.5711,0.7257,0.8443,0.9295,0.9967,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",30
"myframe_S",1,"n45",0.2405,0.466,0.6564,0.8071,0.913,0.972,0.9995,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",45
"myframe_S",1,"n80",0.4234,0.7472,0.9286,0.9896,0.9995,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",80
"myframe_S",1,"n130",0.4248,0.7498,0.932,0.9911,0.9999,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",130
"myframe_S",1,"n215",0.5811,0.9082,0.9924,1,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",215
"myframe_S",1,"n360",0.7191,0.9747,0.9995,1,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",360
"myframe_S",1,"n600",0.8465,0.9966,1,1,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",600
"myframe_S",1,"n1000",0.9361,0.9997,1,1,1,1,1,1,"Truncated uniform right","Model 1","Arb","Truncated uniform right",1000
"myframe_S",8,"n10",0.3007,0.5424,0.7363,0.8618,0.9328,0.9691,0.9922,0.9978,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",8,"n15",0.3857,0.6821,0.8669,0.9524,0.9829,0.9948,0.9992,0.9999,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",8,"n30",0.5268,0.844,0.9615,0.9904,0.999,0.9999,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",8,"n45",0.6124,0.9123,0.9865,0.9984,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",8,"n80",0.7474,0.9785,0.9985,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",8,"n130",0.8691,0.9973,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",8,"n215",0.9393,0.9997,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",8,"n360",0.9872,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",8,"n600",0.9983,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",8,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",7,"n10",0.3696,0.6654,0.8487,0.9437,0.982,0.9942,0.9997,0.9999,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",7,"n15",0.4402,0.7569,0.9146,0.9759,0.9947,0.9978,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",7,"n30",0.5429,0.8651,0.9724,0.9965,0.9994,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",7,"n45",0.6513,0.9365,0.9953,0.9997,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",7,"n80",0.7654,0.9815,0.9993,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",7,"n130",0.8783,0.9974,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",7,"n215",0.9489,0.9998,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",7,"n360",0.9885,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",7,"n600",0.9991,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",7,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",6,"n10",0.3249,0.5932,0.7848,0.9023,0.9613,0.9883,0.9982,0.9998,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",6,"n15",0.3873,0.6896,0.8713,0.9542,0.9885,0.9974,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",6,"n30",0.511,0.8413,0.9642,0.9953,0.9995,0.9999,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",6,"n45",0.6117,0.9149,0.9904,0.9995,0.9999,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",6,"n80",0.7446,0.9772,0.9993,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",6,"n130",0.8504,0.9963,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",6,"n215",0.9351,0.9998,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",6,"n360",0.9832,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",6,"n600",0.9987,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",6,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",5,"n10",0.2807,0.5337,0.7278,0.8565,0.9339,0.9733,0.9971,0.9999,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",5,"n15",0.3269,0.599,0.7828,0.9038,0.9621,0.9875,0.999,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",5,"n30",0.4422,0.7583,0.9207,0.9805,0.9973,0.9998,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",5,"n45",0.5116,0.8276,0.9614,0.9938,0.9993,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",5,"n80",0.6472,0.9376,0.9943,0.9998,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",5,"n130",0.7598,0.9826,0.9997,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",5,"n215",0.8682,0.9976,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",5,"n360",0.9478,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",5,"n600",0.986,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",5,"n1000",0.9983,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",4,"n10",0.1718,0.3326,0.4813,0.6096,0.7175,0.8019,0.9048,0.9519,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",4,"n15",0.2167,0.4177,0.5884,0.7293,0.8349,0.904,0.9645,0.9869,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",4,"n30",0.3047,0.567,0.7539,0.8735,0.9391,0.9741,0.995,0.999,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",4,"n45",0.3672,0.6609,0.8464,0.9397,0.9807,0.9941,0.9992,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",4,"n80",0.4853,0.7944,0.9454,0.9868,0.9978,0.9997,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",4,"n130",0.5816,0.8876,0.981,0.9985,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",4,"n215",0.7117,0.962,0.9976,0.9998,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",4,"n360",0.8123,0.9904,0.9998,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",4,"n600",0.9089,0.9988,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",4,"n1000",0.965,1,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",3,"n10",0.1054,0.207,0.3074,0.4009,0.4906,0.5771,0.711,0.7992,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",3,"n15",0.129,0.2585,0.3787,0.4915,0.5881,0.6754,0.812,0.8832,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",3,"n30",0.1822,0.35,0.5,0.634,0.7441,0.8221,0.9179,0.9599,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",3,"n45",0.2161,0.4233,0.5995,0.7382,0.8396,0.9002,0.9631,0.984,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",3,"n80",0.2883,0.5385,0.7321,0.851,0.9245,0.9614,0.9918,0.9975,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",3,"n130",0.3717,0.643,0.834,0.9335,0.9712,0.9871,0.9987,0.9999,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",3,"n215",0.4562,0.771,0.9235,0.9787,0.9947,0.9991,0.9999,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",3,"n360",0.5621,0.8729,0.973,0.9959,0.9996,0.9999,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",3,"n600",0.6642,0.9455,0.9951,0.9996,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",3,"n1000",0.771,0.98,0.9997,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",2,"n10",0.0423,0.0846,0.1264,0.172,0.2168,0.2581,0.351,0.4523,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",2,"n15",0.0536,0.1077,0.1637,0.2201,0.2752,0.3361,0.4517,0.569,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",2,"n30",0.0795,0.158,0.2408,0.3222,0.4031,0.4756,0.6222,0.7448,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",2,"n45",0.0972,0.193,0.288,0.3822,0.4735,0.5704,0.7277,0.836,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",2,"n80",0.1278,0.2537,0.3762,0.4971,0.6064,0.7077,0.8582,0.9369,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",2,"n130",0.1547,0.3093,0.4614,0.599,0.7238,0.8247,0.9423,0.9806,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",2,"n215",0.1908,0.3756,0.5484,0.7041,0.8273,0.9093,0.9855,0.9976,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",2,"n360",0.2196,0.4373,0.6378,0.8081,0.9182,0.9727,0.998,0.9995,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",2,"n600",0.2379,0.4853,0.7211,0.8877,0.9666,0.9943,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",2,"n1000",0.2308,0.5128,0.776,0.9378,0.9902,0.9999,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",1,"n10",0.0885,0.1702,0.2529,0.3359,0.4128,0.4908,0.6306,0.7574,"Truncated uniform right","Model 3","Arb","Truncated uniform right",10
"myframe_S",1,"n15",0.1407,0.2885,0.4226,0.5455,0.6635,0.7709,0.908,0.9727,"Truncated uniform right","Model 3","Arb","Truncated uniform right",15
"myframe_S",1,"n30",0.2046,0.3998,0.5734,0.7255,0.8477,0.931,0.9964,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",30
"myframe_S",1,"n45",0.2391,0.4644,0.6525,0.8069,0.9134,0.972,0.9995,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",45
"myframe_S",1,"n80",0.4201,0.7475,0.9307,0.9894,0.9997,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",80
"myframe_S",1,"n130",0.4189,0.7385,0.9251,0.9887,0.9996,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",130
"myframe_S",1,"n215",0.5824,0.9047,0.9922,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",215
"myframe_S",1,"n360",0.7189,0.973,0.9995,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",360
"myframe_S",1,"n600",0.8416,0.9972,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",600
"myframe_S",1,"n1000",0.9355,0.9999,1,1,1,1,1,1,"Truncated uniform right","Model 3","Arb","Truncated uniform right",1000
"myframe_S",8,"n10",0.2947,0.543,0.7301,0.8572,0.9285,0.9663,0.9918,0.9986,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",8,"n15",0.3841,0.692,0.8681,0.9527,0.9841,0.9944,0.9994,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",8,"n30",0.515,0.8416,0.9612,0.9912,0.9984,0.9998,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",8,"n45",0.6048,0.9131,0.9887,0.9983,0.9998,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",8,"n80",0.7526,0.9751,0.9991,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",8,"n130",0.8664,0.998,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",8,"n215",0.9473,0.9999,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",8,"n360",0.9874,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",8,"n600",0.9986,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",8,"n1000",0.9999,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",7,"n10",0.3708,0.6699,0.8538,0.9468,0.9819,0.9943,0.9996,0.9998,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",7,"n15",0.439,0.7599,0.9176,0.9757,0.9944,0.9995,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",7,"n30",0.5443,0.867,0.9727,0.9969,0.9995,0.9999,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",7,"n45",0.657,0.9386,0.9943,0.9995,0.9999,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",7,"n80",0.759,0.9813,0.9992,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",7,"n130",0.8776,0.998,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",7,"n215",0.9497,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",7,"n360",0.9889,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",7,"n600",0.9988,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",7,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",6,"n10",0.3325,0.5925,0.7887,0.9034,0.9658,0.9878,0.999,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",6,"n15",0.3871,0.6844,0.8709,0.9543,0.986,0.9964,0.9999,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",6,"n30",0.5129,0.8392,0.9625,0.9944,0.9996,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",6,"n45",0.5982,0.9063,0.9894,0.9993,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",6,"n80",0.739,0.9784,0.9995,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",6,"n130",0.8522,0.9966,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",6,"n215",0.929,0.9998,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",6,"n360",0.9834,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",6,"n600",0.9978,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",6,"n1000",1,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",5,"n10",0.2836,0.5345,0.7166,0.8517,0.9286,0.97,0.9965,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",5,"n15",0.3116,0.5899,0.7874,0.9057,0.9626,0.9844,0.9986,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",5,"n30",0.4303,0.7528,0.9218,0.9824,0.9964,0.9995,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",5,"n45",0.5054,0.8292,0.9607,0.9943,0.9995,0.9999,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",5,"n80",0.6394,0.9333,0.9955,0.9998,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",5,"n130",0.7551,0.9825,0.9994,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",5,"n215",0.8668,0.998,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",5,"n360",0.9423,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",5,"n600",0.9858,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",5,"n1000",0.9986,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",4,"n10",0.1722,0.3364,0.4899,0.6135,0.7198,0.8048,0.9054,0.951,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",4,"n15",0.2125,0.4158,0.5914,0.7319,0.8314,0.8987,0.9628,0.987,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",4,"n30",0.3071,0.5652,0.7587,0.8766,0.9484,0.9768,0.9968,0.9997,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",4,"n45",0.3606,0.6573,0.8452,0.9428,0.9818,0.9928,0.9995,0.9999,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",4,"n80",0.4794,0.7975,0.9421,0.987,0.9986,0.9999,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",4,"n130",0.5743,0.8883,0.9811,0.9989,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",4,"n215",0.6961,0.961,0.9977,0.9998,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",4,"n360",0.8099,0.9904,0.9999,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",4,"n600",0.9038,0.9988,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",4,"n1000",0.9656,1,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",3,"n10",0.0947,0.196,0.2944,0.3889,0.4795,0.5606,0.7082,0.8027,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",3,"n15",0.1324,0.2524,0.3795,0.4913,0.5922,0.6838,0.8074,0.8829,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",3,"n30",0.1793,0.3493,0.506,0.6416,0.7425,0.819,0.9134,0.9564,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",3,"n45",0.2256,0.4385,0.6118,0.7458,0.8378,0.8977,0.9589,0.9834,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",3,"n80",0.2976,0.55,0.7392,0.8609,0.9255,0.9628,0.9905,0.9974,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",3,"n130",0.3661,0.6588,0.8403,0.9316,0.9747,0.9902,0.9986,0.9998,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",3,"n215",0.4551,0.7644,0.9225,0.9783,0.9935,0.9989,0.9999,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",3,"n360",0.5588,0.8715,0.9751,0.9963,0.9997,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",3,"n600",0.6624,0.944,0.9943,0.9997,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",3,"n1000",0.7699,0.9822,0.9993,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",2,"n10",0.0462,0.0848,0.1295,0.1758,0.2203,0.2649,0.3537,0.4517,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",2,"n15",0.0519,0.1063,0.1613,0.2164,0.2753,0.3303,0.4448,0.5615,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",2,"n30",0.0831,0.1577,0.2359,0.3153,0.3912,0.4691,0.6176,0.7386,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",2,"n45",0.0983,0.1916,0.2869,0.3818,0.4734,0.5628,0.7163,0.8339,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",2,"n80",0.1213,0.2473,0.3754,0.5005,0.6151,0.7129,0.8581,0.9358,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",2,"n130",0.1598,0.3208,0.4701,0.6028,0.7248,0.8239,0.9403,0.9805,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",2,"n215",0.1889,0.3738,0.5514,0.7093,0.8298,0.914,0.9863,0.997,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",2,"n360",0.2229,0.4382,0.64,0.7995,0.9122,0.9706,0.9985,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",2,"n600",0.2388,0.4872,0.7094,0.8768,0.9624,0.9926,0.9999,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",2,"n1000",0.2369,0.519,0.785,0.9436,0.9916,0.9997,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",1,"n10",0.083,0.165,0.2523,0.3346,0.4118,0.4867,0.6337,0.7573,"Truncated uniform right","Model 4","Arb","Truncated uniform right",10
"myframe_S",1,"n15",0.141,0.2809,0.4138,0.5438,0.6625,0.7587,0.9066,0.9753,"Truncated uniform right","Model 4","Arb","Truncated uniform right",15
"myframe_S",1,"n30",0.2048,0.4015,0.5757,0.7304,0.8519,0.9302,0.996,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",30
"myframe_S",1,"n45",0.2439,0.4638,0.6547,0.7998,0.9052,0.9676,0.9993,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",45
"myframe_S",1,"n80",0.4301,0.7515,0.9277,0.9892,0.9996,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",80
"myframe_S",1,"n130",0.415,0.748,0.9283,0.9903,0.9999,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",130
"myframe_S",1,"n215",0.5884,0.9078,0.9911,0.9997,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",215
"myframe_S",1,"n360",0.7146,0.9697,0.9998,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",360
"myframe_S",1,"n600",0.838,0.9963,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",600
"myframe_S",1,"n1000",0.936,0.9999,1,1,1,1,1,1,"Truncated uniform right","Model 4","Arb","Truncated uniform right",1000
"myframe_S",1,"n10",0.3996,0.6987,0.876,0.9604,0.9897,0.9976,1,1,"Parabolic","Model 1","Uni","Parabolic",10
"myframe_S",1,"n15",0.4,0.7014,0.8822,0.9621,0.9903,0.9985,1,1,"Parabolic","Model 1","Uni","Parabolic",15
"myframe_S",1,"n30",0.613,0.9173,0.9905,0.9995,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",30
"myframe_S",1,"n45",0.6948,0.9544,0.9967,0.9999,1,1,1,1,"Parabolic","Model 1","Uni","Parabolic",45
